strategy,params,train_sharpe,train_return,val_sharpe,val_return,combined_score
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.2, 'w_mtf': 0.3, 'w_mr': 0.3}",0.7813,0.238,2.4578,0.0926,1.61955
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.3, 'w_mtf': 0.1, 'w_mr': 0.1}",0.5334,0.144,0.9866,0.0403,0.76
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.3, 'w_mtf': 0.1, 'w_mr': 0.2}",0.3467,0.1085,1.24,0.0512,0.79335
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.3, 'w_mtf': 0.1, 'w_mr': 0.3}",0.167,0.0716,1.4584,0.0619,0.8127
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.3, 'w_mtf': 0.2, 'w_mr': 0.1}",0.9926,0.2629,1.7139,0.064,1.35325
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.3, 'w_mtf': 0.2, 'w_mr': 0.2}",0.8093,0.2253,1.9818,0.0753,1.39555
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.3, 'w_mtf': 0.2, 'w_mr': 0.3}",0.6192,0.1862,2.2081,0.0861,1.41365
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.3, 'w_mtf': 0.3, 'w_mr': 0.1}",1.3255,0.3833,2.3615,0.0866,1.8435
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.3, 'w_mtf': 0.3, 'w_mr': 0.2}",1.1637,0.3443,2.6675,0.0985,1.9156
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.3, 'w_mtf': 0.3, 'w_mr': 0.3}",0.9873,0.3035,2.9224,0.1096,1.95485
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.4, 'w_mtf': 0.1, 'w_mr': 0.1}",0.7309,0.2006,1.3768,0.0565,1.05385
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.4, 'w_mtf': 0.1, 'w_mr': 0.2}",0.5389,0.1622,1.6169,0.0674,1.0779
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.4, 'w_mtf': 0.1, 'w_mr': 0.3}",0.353,0.1226,1.8291,0.078,1.09105
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.4, 'w_mtf': 0.2, 'w_mr': 0.1}",1.1799,0.326,2.1218,0.0804,1.65085
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.4, 'w_mtf': 0.2, 'w_mr': 0.2}",0.9876,0.2853,2.3855,0.0917,1.68655
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.4, 'w_mtf': 0.2, 'w_mr': 0.3}",0.7894,0.243,2.6136,0.1026,1.7015
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.4, 'w_mtf': 0.3, 'w_mr': 0.1}",1.5187,0.4533,2.8047,0.1034,2.1616999999999997
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.4, 'w_mtf': 0.3, 'w_mr': 0.2}",1.3444,0.4111,3.1145,0.1153,2.22945
Combined Best,"{'w_peer': 0.4, 'w_contra': 0.4, 'w_mtf': 0.3, 'w_mr': 0.3}",1.1562,0.3668,3.3775,0.1264,2.26685
